24,,,,23,,,,22,,,,21,,,,20,,,,19,,,,18,,,,17,,,,16,,,,15,,,,14,,,,13,,,,12,,,,11,,,,10,,,,9,,,,8,,,,7,,,,6,,,,5,,,,4,,,,3,,,,2,,,,1,,,
Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date
손톱요정말구 위요정은 안오나?,,Text,2022.03.02 17:09,쉬고이써,,Text,2022.03.01 20:43,,,,,시위한다고 우리방에 이층침대있었는데,,Text,2022.02.28 19:33,ㅎㅎ 기분조아,,Text,2022.02.25 03:26,ㅋㅋㅋㅋㅋㅋㅋㅋ 미앙,,Text,2022.02.21 23:10,,,,,,,,,,,,,,,,,공주님이 안 어울리게 짬뽕이라니 •••,,Text,2022.02.15 17:56,어디야,,Text,2022.02.16 23:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
헉 양배추즙 먹이는 위 요정이라 너무 무시무시하다,,Text,2022.03.02 17:11,~~~!!!,,Text,2022.03.01 20:43,,,,,그거 1층침대 밑에 바닥공간 겁나 좁잖아,,Text,2022.02.28 19:34,이제 기분좋게 씻고 와야겠따,,Text,2022.02.25 03:26,미ㄴ안,,Text,2022.02.21 23:10,,,,,,,,,,,,,,,,,무슨 소리야 나도 혼자 먹을라했다구,,Text,2022.02.15 17:57,나도 보고싶어써 ㅜ ㅜ,,Text,2022.02.16 23:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오지마셔요... 혼자있고시퍼요,,Text,2022.03.02 17:12,코코몽보고온다 ㅋ,,Text,2022.03.01 20:44,,,,,거기 들어가서 숨었늠,,Text,2022.02.28 19:34,🤸‍♂️ 다녀올게,,Text,2022.02.25 03:27, 나 오늘은 만들어 먹을 힘이 없으니까 배달음식 시키구 돌아올게,,Text,2022.02.21 23:11,,,,,,,,,,,,,,,,,난 공주님과 다르게 집안일 부터 해야겠어,,Text,2022.02.15 17:57,난 일하구 이제 집가는주우웅,,Text,2022.02.16 23:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나 밥도먹구,,Text,2022.03.02 19:44,코코몽이랑 싸우고 왔따,,Text,2022.03.01 23:03,,,,,엄마가 들어와서 내 찾아도 암말도 않고,,Text,2022.02.28 19:34,먼저 자도 돼,,Text,2022.02.25 03:27,너랑 더 얘기하고 싶은데 꼬르륵 거려,,Text,2022.02.21 23:12,,,,,,,,,,,,,,,,,난 세바스찬이 없으니까,,Text,2022.02.15 17:57,나 야식 안먹기루했는데,,Text,2022.02.16 23:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
크리스피도넛도 먹었어,,Text,2022.03.02 19:44,부엌도 빤짣빤짝광내고,,Text,2022.03.01 23:03,,,,,숨 죽이고....,,Text,2022.02.28 19:34,... 잘쟝,,Text,2022.02.25 04:31,메뉴..? 잠만 뭐 있는지 보고올게,,Text,2022.02.21 23:12,,,,,,,,,,,,,,,,,아솩이는 혼자서도 잘 해,,Text,2022.02.15 17:57,집 가서 저녁먹을랭 ㅎ.ㅎ,,Text,2022.02.16 23:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🤸‍♀️,,Emoji,2022.03.02 19:44,바닥도 다 쓸고닦고와써,,Text,2022.03.01 23:04,,,,,그렇게해서 따냈던게 미술학원,,Text,2022.02.28 19:34,나 딱 누워써 지금!!!,,Text,2022.02.25 04:31,곱쏘ㅋㅋㅋㅋㅋ 난 소주 이제 잘 못머거.... 너무 써,,Text,2022.02.21 23:14,,,,,,,,,,,,,,,,,바쁘다 바빠,,Text,2022.02.15 17:58,그 약속했긴했는데 오늘은 봐주라 ㅎ ㅎ,,Text,2022.02.16 23:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노티드 너무 달던데?!,,Text,2022.03.02 19:45,잘해찌,,Text,2022.03.01 23:04,,,,,거기다니고 행복해짐,,Text,2022.02.28 19:35,아니 왜 안잔거야ㅠㅠㅠㅠㅠ,,Text,2022.02.25 04:31,짠메이트의 해체는 없어,,Text,2022.02.21 23:15,,,,,,,,,,,,,,,,,나 빨래널고 바닥쓸고닦고 욕실청소랑 분리수거만 하고올게^.^ ,,Text,2022.02.15 17:58,역시 최고야 바솩이 😢,,Text,2022.02.16 23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아 랜디스도 엄청엄ㅊ청 달았었다,,Text,2022.03.02 19:46,🤸‍♂️,,Emoji,2022.03.01 23:04,,,,,지금은 그림 잘 안그려 ㅎㅎㅎ,,Text,2022.02.28 19:36,자는 줄 알았더니,,Text,2022.02.25 04:32,해주랑은 소주 먹어야지이 ,,Text,2022.02.21 23:16,,,,,,,,,,,,,,,,,그 언젠가 나도 밥을 먹을 수 있을테야,,Text,2022.02.15 17:59,호박죽 먹을거야,,Text,2022.02.16 23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
크리스피도 달긴하지만 가끔씩 먹어주면👍,,Text,2022.03.02 19:46,헉 이런것도 인프제의 행동이야?,,Text,2022.03.01 23:06,,,,,그래도 나름 수채화는 자신있다,,Text,2022.02.28 19:36,오늘 덕분에 프사도 바꾸고,,Text,2022.02.25 04:33,아니 나 이제 팹 습관돼서 배민 들어가야하는데 팹 나가서 다시 팹 들어와,,Text,2022.02.21 23:17,,,,,,,,,,,,,,,,,다녀올게에,,Text,2022.02.15 18:01,호..박...,,Text,2022.02.16 23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
로투스 비스코프 내 최애야,,Text,2022.03.02 19:46,그치 그냥 집안일몰아서하는사람인듯...🤨,,Text,2022.03.01 23:08,,,,,스케치는 못해두,,Text,2022.02.28 19:36,기분 좋아졈서,,Text,2022.02.25 04:33,마치 버스 뒷문으로 내리고 앞문으로 다시 타는 느낌의 반복,,Text,2022.02.21 23:18,,,,,,,,,,,,,,,,,아 참고로 집안일을 내가 혼자 다 하는게 아니라,,Text,2022.02.15 18:15,호...호......ㅂ,,Text,2022.02.17 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단짠🤤,,Text,2022.03.02 19:47,괜차나 몸은 힘든데 마음은 저기 알프스 산맥에서 상쾌한 바람맞으면서 달리는 소녀같애,,Text,2022.03.01 23:10,,,,,삽량문화제가면 꼭 상타왓다고 😎,,Text,2022.02.28 19:36,💖,,Emoji,2022.02.25 04:33,난 너 중독이다 ....,,Text,2022.02.21 23:18,,,,,,,,,,,,,,,,,우리 한 명씩 개별숙소에서 살고있어,,Text,2022.02.15 18:16,엥 해주도 호박죽 먹었대?,,Text,2022.02.17 00:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나 그리고 이 플립,,Text,2022.03.02 19:58,상 쾌 해 !!!,,Text,2022.03.01 23:10,,,,,과학상상그리기 최우수도 받음,,Text,2022.02.28 19:37,오늘 하루도 너~~~무 고생했고,,Text,2022.02.25 04:33,나 너 보려고 맨날 여기 와 ,,Text,2022.02.21 23:19,,,,,,,,,,,,,,,,,근데 한 건물이야,,Text,2022.02.15 18:16,데스티니네,,Text,2022.02.17 00:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
카메라도 고장났겧다,,Text,2022.03.02 19:58,나 이제 저녁먹을거야,,Text,2022.03.01 23:16,,,,,🤗,,Emoji,2022.02.28 19:37,내일은 더 행복하자💗,,Text,2022.02.25 04:34,ㅎㅋ,,Text,2022.02.21 23:19,,,,,,,,,,,,,,,,,ㅋㅋㅋㅋㅋ 바솩이가 궁금 해 하는 것 같아서...,,Text,2022.02.15 18:16,딴 거 먹어두될까아,,Text,2022.02.17 00:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전에 쓰던 아이폰으로 다시 갈아타려구,,Text,2022.03.02 19:59,시간?,,Text,2022.03.01 23:16,,,,,나 엄청 말 안들었어,,Text,2022.02.28 19:37,좋은 꿈 꿔 마이러부😘,,Text,2022.02.25 04:34,그래서 진짜로 밥 시키고 온다,,Text,2022.02.21 23:19,,,,,,,,,,,,,,,,,한 건물이라 심심하면 맨날 놀러가고 밥도 같이먹구그래,,Text,2022.02.15 18:19,나 어제 고원이랑 늦게 먹으니까 새벽에 속이 너무아팠어 ㅜ,,Text,2022.02.17 00:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니아닠ㅋㅋㅋ쓰던거,,Text,2022.03.02 19:59,내가ㅜ저녁이라면 저녁인거야,,Text,2022.03.01 23:16,,,,,나는 어린마음에 내 서러운 마음을 엄마가 알아줬으면 해서 호소한ㄱ건데,,Text,2022.02.28 19:37,푹 자!!!,,Text,2022.02.25 04:35,헉,,Text,2022.02.21 23:20,,,,,,,,,,,,,,,,,응 픽업일 때는 엘베에서 다 같이 정모...,,Text,2022.02.15 18:20,그래서 죽 시킨건데 딴 거 먹으까?.?,,Text,2022.02.17 00:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
휴대폰은 고장나지않고서야 딱히 바꿀필요를 모르겠으,,Text,2022.03.02 19:59,흠,,Text,2022.03.01 23:21,,,,,엄마는 첫째딸이니까 언니야 한테 마음이 기울 수 밖에,,Text,2022.02.28 19:37,헉ㄱ,,Text,2022.02.25 23:31,바솩아 ,,Text,2022.02.21 23:20,,,,,,,,,,,,,,,,,이제 스티로폼쇼파는 없 어,,Text,2022.02.15 18:21,너랑은 데스티니가 뭐야 사랑이지•••💋,,Text,2022.02.17 00:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진심 킹 받아 사진찍어야할때 사진 못찍어,,Text,2022.03.02 19:59,🤔,,Emoji,2022.03.01 23:21,,,,,근데 생각해보면 어릴땐 엄마가 내편 진짜 많이 들어줬다,,Text,2022.02.28 19:38,안녕,,Text,2022.02.25 23:31,너 장모님이 반찬 한가득 보내주셨는데 그냥 밥 돌려서 반찬이랑 먹어야겠다 ㅜ ㅜ,,Text,2022.02.21 23:21,,,,,,,,,,,,,,,,,엇 바솩이 충격의 도가니네....,,Text,2022.02.15 18:22,죽은... 아까 6시쯤시켜놔서 이미 죽은 죽이야... died 죽.. ,,Text,2022.02.17 00:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
플립카메라 말했짜나... 브이로그찍는데 현규샘이...더보기,,Text,2022.03.02 20:00,마음 같아선 어제 해주가 맛있다했던 닭발 먹고싶다,,Text,2022.03.01 23:28,,,,,크면서 엄마가 언니편 들어준 듯,,Text,2022.02.28 19:38,미안 ㅜㅜ,,Text,2022.02.25 23:32,버섯볶음이랑 연근조림 양념게장 간장게장 코다리무침 멸치볶음 깻잎 일미 김치 직접만든쌈장 없는게 없따아,,Text,2022.02.21 23:21,,,,,,,,,,,,,,,,,저번에 고원이랑 요리브이앱했던 건 내 방!,,Text,2022.02.15 18:25,이거먹을까 베이글구워먹을까?...,,Text,2022.02.17 00:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아무튼 내가 한거아님,,Text,2022.03.02 20:00,양배추... 먹으까...?,,Text,2022.03.01 23:28,,,,,어렸을땐 진짜 엄마 내편,,Text,2022.02.28 19:38,오늘 아침에 일어나니까 몸이 좀 안 좋아서 수액맞고 계속잤어 무려 지금까지......,,Text,2022.02.25 23:33,밥 돌리고 올게,,Text,2022.02.21 23:28,,,,,,,,,,,,,,,,,다 들 충격받암ㅅ네...,,Text,2022.02.15 18:26,든든한 거 ㅇ업서ㅜ,,Text,2022.02.17 00:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🤓,,Emoji,2022.03.02 20:00,나 오늘 하루종일 피자2조각 먹었어 !!!,,Text,2022.03.01 23:29,,,,,이제 엄마는 완전 언니야 편이야,,Text,2022.02.28 19:39,기다렦구나ㅜㅜㅜㅜㅜ,,Text,2022.02.25 23:33,돌려돌려,,Text,2022.02.21 23:28,,,,,,,,,,,,,,,,,난 그저 다들 왜 혼자 치우냐구 다른 멤버들 뭐하냐해서.. . . ... ,,Text,2022.02.15 18:27,그럼 너가 와서 해줘,,Text,2022.02.17 00:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니 쌤 커피마시겠다고 내휴대폰 내동댕이된거 진짜 어이업서 ㅡ ㅡ 진짜 ㅡ ㅡ 현규증 구독취소할래,,Text,2022.03.02 20:01,배고파 !!!,,Text,2022.03.01 23:29,,,,,엄마는 우리 언니를 우리 귀염둥이라고 불러,,Text,2022.02.28 19:39,근데 자고 일어나니까 쫌 나아 !!!🤸‍♂️,,Text,2022.02.25 23:34,긍데 왜 밥을 데운다가 아니고 돌린다라고 하지?,,Text,2022.02.21 23:28,,,,,,,,,,,,,,,,,그건 ... 내가 어지른 거 니까. . .,,Text,2022.02.15 18:27,우리집 올래 ~~~~~~?  ㅎ.ㅎ,,Text,2022.02.17 00:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여러뷴들은 구독취소 하지마세요,,Text,2022.03.02 20:01,양배추찜?,,Text,2022.03.01 23:30,,,,,ㅋㅋㅋㅋㅋㅋㅋㅋ 근데 우리언니가 참 싹싹하고   잘해서 나 같아도 😛,,Text,2022.02.28 19:41,내가 체력이 안좋아섴ㅌㅋㅋㅋㅋ 그런거니 걱정말구,,Text,2022.02.25 23:35,전자렌지에 돌려서?,,Text,2022.02.21 23:28,,,,,,,,,,,,,,,,,희진이 김볶 만들어 준 거도 내 방💖,,Text,2022.02.15 18:28,ㅋㅋㅋㅋㅋㅋㅋ 다 집앞이면,,Text,2022.02.17 00:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
저 불려갈지도 ,,Text,2022.03.02 20:01,헉 나 집에 샤브샤브 키트있어,,Text,2022.03.01 23:32,,,,,나 같은 금쪽이를 키운 우리엄마... 존경합니다,,Text,2022.02.28 19:41,오늘 더 푹~자고 내일 회복해서 얘기 많이하자 ㅜ ㅜ,,Text,2022.02.25 23:35,전자렌지가 돌아가는거야?,,Text,2022.02.21 23:29,,,,,,,,,,,,,,,,,응 말 해도 되는 거야! 회사에서도 오빛들 혼란스러워 하는 것  같아서 말하라고 하셨어!,,Text,2022.02.15 18:29,지금 우리집앞에 바글바글하다는거네...,,Text,2022.02.17 00:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 큰일이다,,Text,2022.03.02 20:02,어케 알았대,,Text,2022.03.01 23:32,,,,,나 말썽쟁이 였우..,,Text,2022.02.28 19:43,오늘 못 와서 미안 ㅜㅜㅜㅜ,,Text,2022.02.25 23:36,전자렌지 안에 접시가 돌아가는건데 밥을 돌려? 아니 밥이 돌려지는거지 그러면 밥 돌려지고 올게? 이상한데 풀네임은 밥 전자렌지안에서 돌려지고 올게가 맞는거네,,Text,2022.02.21 23:30,,,,,,,,,,,,,,,,,근데 너무 서운해하지말앙요 ㅜ ㅜ,,Text,2022.02.15 18:30,ㅋㅋ ㅋ ㅋ ㅋ  ㅋ ㅋ ㅋ,,Text,2022.02.17 00:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구독 두번 누른다네 다들,,Text,2022.03.02 20:02,"""나 샤브샤브 먹으려고.""
""김치있냐?""
""그게 무슨말인데?""
""김치있냐고""
""그거 어떻게 하는건데...""

",,Text,2022.03.01 23:33,,,,,못푼 썰 지금 백만개야,,Text,2022.02.28 19:43,응 나도 사랑해💗❤️💗❤️💗❤️💗,,Text,2022.02.25 23:36,아 작동시킨다는 말을 돌린다고 표현하니까 ••• 아 속 시원하다,,Text,2022.02.21 23:31,,,,,,,,,,,,,,,,,우린 생각보다 너무 많이 붙어있으니까 •••,,Text,2022.02.15 18:30,너 없어서 나 혼자 들어와서 호박죽 먹음,,Text,2022.02.17 00:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아무튼 이제 아이폰으로 갈아타면 이제 이 플립은 빠이다,,Text,2022.03.02 20:03,하 심각하게 고민 중이야,,Text,2022.03.01 23:38,,,,,코에 동전 콩 다 넣어봄 <<<<< 이건 기본~^^,,Text,2022.02.28 19:44,잘 자!!!!!!!!!!!🥰,,Text,2022.02.25 23:36,미안 진짜 밥 데우고 올게 나는 진짜 삼천포로 잘 빠져,,Text,2022.02.21 23:31,,,,,,,,,,,,,,,,,1인 1집이라기보다 1인 1방 느낌인 걸?,,Text,2022.02.15 18:31,너 지금 다른집 가 있는 것 같아...;,,Text,2022.02.17 00:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
즐거웠다 폴더폰아,,Text,2022.03.02 20:03,아 여기 짤같은거 보내지면 좋겠다,,Text,2022.03.01 23:40,,,,,체온계 깨물어서 깨고 병원가고...,,Text,2022.02.28 19:44,안뇽ㅇ,,Text,2022.02.26 21:53,아 ㅋㅋㅋㅋ 전자렌지한테 밥 돌리라고 시키고 오는게 맞는 표현이래 ,,Text,2022.02.21 23:32,,,,,,,,,,,,,,,,,근데 나도,,Text,2022.02.15 18:32,ㅋ 질투유발하는거임...?,,Text,2022.02.17 00:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나 어릴때 첫 폰은,,Text,2022.03.02 20:04,나 지금 쓰고 싶은 짤만 삼백개 대기중이야,,Text,2022.03.01 23:40,,,,,너무 많아서 못 풀어...,,Text,2022.02.28 19:45,오늘도 늦어서 미안 ㅜ ㅜ,,Text,2022.02.26 21:53,진짜루 너무 귀엽다 나 지금 함박웃음,,Text,2022.02.21 23:32,,,,,,,,,,,,,,,,,너 반응에 적잖이 놀라서,,Text,2022.02.15 18:32,ㅋ.ㅋ,,Text,2022.02.17 00:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초6때,,Text,2022.03.02 20:05,으이구으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง ,,Text,2022.03.01 23:41,,,,,그러다보니까 집에 혼자서 얌전히 도라에몽 보다가 잠들었는데,,Text,2022.02.28 19:45,어제 수액맞고 좀 나아져서,,Text,2022.02.26 21:54,왜케 귀엽니,,Text,2022.02.21 23:32,,,,,,,,,,,,,,,,,분리수거할 거 들고 현관에 서 있는데,,Text,2022.02.15 18:32,밸런스게임은 또 몬데,,Text,2022.02.17 01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYON..? 슬라이드폰인데,,Text,2022.03.02 20:05,오늘 두피마사지 안받았지,,Text,2022.03.01 23:42,,,,,공부방 갈 시간도 넘기고 꿀잠을 잔거야,,Text,2022.02.28 19:46,오늘은 연습해써 !!!,,Text,2022.02.26 21:55,"나 전자렌지한테 밥 돌리라구 시키고 올게!
야 전자렌지~...!",,Text,2022.02.21 23:32,,,,,,,,,,,,,,,,,이거만 버리구 와도 될까...?,,Text,2022.02.15 18:32,너가 재밌는 거 보내주면 생각해볼게,,Text,2022.02.17 01:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엄마가 1등하면 사준다 했는데,,Text,2022.03.02 20:05,으이구으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง 으이구 인간아 ᕙ( ︡’︡益’︠)ง ,,Text,2022.03.01 23:42,,,,,앞집이모도 우리집 벨을 눌렀다는데 난 기억이 없어,,Text,2022.02.28 19:46,다들 걱정 엄청 해주네ㅜ ㅜ,,Text,2022.02.26 21:56,예? 돌려지다는 이중피동표현이라 비문이라구요?,,Text,2022.02.21 23:43,,,,,,,,,,,,,,,,,고마워 ...,,Text,2022.02.15 18:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
난 기말고사 4개틀리구 언니가 1등해서 샀을 걸 아마...,,Text,2022.03.02 20:06,경락마사지,,Text,2022.03.01 23:42,,,,,그래서 나 실종신고 당해서 아파트 단지내에 하수영 어린이를 찾습니다 광고되고,,Text,2022.02.28 19:46,고마우ㅓ어,,Text,2022.02.26 21:57,ㅁ..뭐라구요? 비문ㅇ.. 저는 비문이보다 씨문이 디문이가 좋던데 ... 그거 아니에요?,,Text,2022.02.21 23:44,,,,,,,,,,,,,,,,,다녀오면 개별방 궁금한 거 답해줄게에,,Text,2022.02.15 18:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
울언니 공부짱잘함,,Text,2022.03.02 20:06,이브 팹 한달이면 붓기가 빠진대,,Text,2022.03.01 23:42,,,,,엄마 일하다 집에 왓더니 거실에서 누워 자고 있늠,,Text,2022.02.28 19:46,근데 나는 아파도 1차경연무대 끝나고 아플거야 !!!!,,Text,2022.02.26 21:58,하.. 밥 한번 먹기위해선 참으로 어렵구나,,Text,2022.02.21 23:45,,,,,,,,,,,,,,,,,근데 생각해보니 내 말 되게 의심한다 너,,Text,2022.02.15 18:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
언니덕에 샀던 첫 폰,,Text,2022.03.02 20:06,와 텍대파티열렸다 지금,,Text,2022.03.01 23:44,,,,,이런거 백만개야 그만할게 오늘은,,Text,2022.02.28 19:46,그 전 까진 걱정 마쇼,,Text,2022.02.26 21:58,그만해 고마워 내가 잘못했어 바솩아,,Text,2022.02.21 23:48,,,,,,,,,,,,,,,,,내 말 못 믿어?...,,Text,2022.02.15 18:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
울언니는 전교1등이었어요 여러분ㅜ ㅜ,,Text,2022.03.02 20:06,정신이 혼미,,Text,2022.03.01 23:44,,,,,아냐 내 이미지가 있잖아,,Text,2022.02.28 19:48,끝나고는 쉬면 돼💖💖💖,,Text,2022.02.26 21:59,나 체하겠어,,Text,2022.02.21 23:49,,,,,,,,,,,,,,,,,일단 버리고 올게...,,Text,2022.02.15 18:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전 평생 비교를 당해야했다구요,,Text,2022.03.02 20:06,복사하고싶다,,Text,2022.03.01 23:44,,,,,고고한 나의 이 미 지,,Text,2022.02.28 19:48,구래그래 우리 다들 건강하자,,Text,2022.02.26 22:00,피동..... 지금 너의 수능특강에 내 마음에 파동이 일어 체할 것 같다공,,Text,2022.02.21 23:52,,,,,,,,,,,,,,,,,안 간게 아니라 플라스틱 담는데 다시 생각하니 쫌 서운해서 ㅡ.ㅡ,,Text,2022.02.15 18:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흑 흑긁ㄱㄱ,,Text,2022.03.02 20:07,나 지금,,Text,2022.03.01 23:48,,,,,ㅌ,,Text,2022.02.28 19:48,일단 무대 전까진 나두 집중하구 몸 관리할테니 걱정말어요💖,,Text,2022.02.26 22:00,너무 맛있딴,,Text,2022.02.22 00:10,,,,,,,,,,,,,,,,,나 와써,,Text,2022.02.15 18:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아뮤튼 그렇게 첫폰을 쓰다가 두번째폰이 바로,,Text,2022.03.02 20:07,😕 이 표정으로 텍대보는 중,,Text,2022.03.01 23:48,,,,,ㅋ,,Text,2022.02.28 19:48,진짜 무대는 꼭 지장안가게 멋지게 보여주고싶어,,Text,2022.02.26 22:02,고원공주랑 먹는 중,,Text,2022.02.22 00:10,,,,,,,,,,,,,,,,,우리 이렇게 된 지 얼마 안됐어 !,,Text,2022.02.15 18:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
핫핑크 섹시백,,Text,2022.03.02 20:07,🤔,,Emoji,2022.03.01 23:48,,,,,고고다섯쌍둥이 대박,,Text,2022.02.28 19:49,애들도 다 같은 마음일걸?,,Text,2022.02.26 22:02,너도 와,,Text,2022.02.22 00:10,,,,,,,,,,,,,,,,,사실 이게 질문방인데 ... 난 채팅방이 여러개인게 어렵ㄴㅔ ㅜ ㅜ,,Text,2022.02.15 18:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맘에 들었던 폰이었지,,Text,2022.03.02 20:07,난 심지어 저장도 못하니까,,Text,2022.03.01 23:49,,,,,그거 중학교때 반가 였어,,Text,2022.02.28 19:49,💖,,Emoji,2022.02.26 22:02,고원: 맛 나 다,,Text,2022.02.22 00:10,,,,,,,,,,,,,,,,,난 왜 아직 캡쳐가 안되지,,Text,2022.02.15 18:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니 섹시백을 몰라?,,Text,2022.03.02 20:08,그저 ㅂrㄹr만 보는 ㅂr보7r 되었을 뿐°•°•,,Text,2022.03.01 23:50,,,,,이 아이도 저 아이도 우리 1반을 몰래 쳐다보면서 부러워하죠~~~~,,Text,2022.02.28 19:49,컨디션 안 조은거 너무 화나 ㅜㅜㅜㅜㅜㅜㅜ 더 잘할 수 있는데,,Text,2022.02.26 22:03,나 두그릇 먹었어,,Text,2022.02.22 01:06,,,,,,,,,,,,,,,,,미안해 바솩아 요기 큐엔에이방 할게 ... 난 아직 너무 어렵따 숙소질문도 질문이니까 여기에 줘!,,Text,2022.02.15 18:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
